_ID_,_VAL_
0,683.06
1,682.7088
2,679.97345
3,682.3982
4,683.6758
5,690.60486
6,904.2139
7,904.1336
8,905.5612
9,900.5021
10,903.2355
11,902.51697
12,898.77783
13,898.7607
14,898.9941
15,899.6956
16,896.2547
17,896.38605
18,683.4639
19,683.37256
20,681.3184
21,683.7179
22,683.02057
23,683.321
24,604.1069
25,600.2568
26,600.9929
27,605.8177
28,609.5837
29,597.941
30,721.7488
31,718.3254
32,721.927
33,719.0928
34,721.98694
35,723.1283
36,885.75867
37,889.3346
38,885.7701
39,882.3959
40,885.5008
41,876.05133
42,886.38257
43,889.00397
44,885.724
45,882.6866
46,886.3669
47,876.6538
48,925.60974
49,924.5296
50,925.4365
51,925.3641
52,925.4118
53,935.3091
54,599.6874
55,600.2568
56,597.09424
57,595.3599
58,592.8166
59,589.3226
60,684.2415
61,683.6121
62,679.97345
63,682.3982
64,683.6758
65,691.0535
66,604.1198
67,600.2568
68,600.9929
69,605.8177
70,609.69257
71,597.941
72,604.4174
73,600.2568
74,600.9929
75,605.8177
76,609.5837
77,597.941
78,770.06433
79,769.79895
80,769.2629
81,771.0592
82,765.5505
83,765.44556
84,758.3331
85,758.0685
86,759.5478
87,758.54535
88,762.1394
89,759.49194
90,601.10516
91,600.2568
92,597.09424
93,595.3599
94,591.66833
95,589.3226
96,587.1235
97,585.8256
98,584.1885
99,583.86597
100,586.7994
101,577.27155
102,962.6062
103,961.9659
104,962.16016
105,963.08374
106,966.1434
107,957.951
108,775.31226
109,775.23157
110,775.28265
111,774.1667
112,781.11334
113,777.3487
114,600.62103
115,600.1613
116,597.09424
117,595.3599
118,591.66833
119,589.3226
120,749.27765
121,751.4531
122,750.28076
123,751.2013
124,751.23175
125,752.28204
126,749.27765
127,751.4531
128,750.28076
129,751.2013
130,751.23175
131,752.28204
132,800.1205
133,802.7288
134,800.6298
135,808.0617
136,806.7672
137,793.91187
138,818.597
139,820.09125
140,818.37616
141,818.16095
142,817.9961
143,819.9311
144,610.2604
145,609.1681
146,609.6847
147,608.06116
148,609.69257
149,597.941
150,729.3407
151,727.0906
152,728.63403
153,725.4361
154,725.6699
155,726.08936
156,880.9396
157,880.8416
158,877.5297
159,882.12085
160,885.3604
161,876.55
162,955.2022
163,955.4129
164,955.95667
165,955.0176
166,963.09937
167,966.50037
168,826.3489
169,827.632
170,830.10956
171,829.5193
172,822.24786
173,830.5333
174,849.02356
175,849.0702
176,849.6399
177,851.08264
178,849.40704
179,846.2872
180,602.80634
181,599.97473
182,600.9045
183,595.3269
184,592.8166
185,599.8051
186,600.5507
187,600.22784
188,597.09424
189,595.3599
190,591.47144
191,588.9815
192,600.5507
193,600.22784
194,597.09424
195,595.3599
196,591.47144
197,588.9815
198,644.01624
199,645.81616
200,642.46027
201,645.8387
202,647.79834
203,653.15546
204,610.2604
205,609.1681
206,609.6847
207,608.06116
208,609.69257
209,597.941
210,892.10736
211,889.3346
212,894.89734
213,891.3139
214,894.38226
215,876.6538
216,855.0562
217,857.145
218,860.75354
219,853.6336
220,854.6648
221,854.4816
222,855.0562
223,857.145
224,860.75354
225,853.6336
226,854.6648
227,854.4816
228,644.6963
229,645.81616
230,643.7874
231,645.8387
232,647.79834
233,653.15546
234,610.2604
235,609.0715
236,609.6847
237,608.06116
238,609.69257
239,597.941
240,608.7498
241,607.50433
242,605.79224
243,607.4568
244,609.4335
245,597.5949
246,590.02954
247,589.14526
248,589.17426
249,588.2873
250,588.94806
251,588.6994
252,498.14032
253,503.16388
254,499.7669
255,499.3089
256,499.39145
257,501.27686
258,902.3003
259,902.1491
260,905.6671
261,900.5021
262,903.2355
263,902.51697
264,391.7964
265,395.46503
266,395.092
267,395.57697
268,391.00772
269,393.58072
270,391.7964
271,395.46503
272,395.092
273,395.57697
274,391.00772
275,393.58072
276,337.9664
277,301.7354
278,302.59308
279,299.83905
280,271.0528
281,270.8208
282,906.77454
283,907.00397
284,907.36865
285,907.97955
286,909.91516
287,904.6525
288,656.2809
289,657.15497
290,655.9372
291,652.01324
292,658.5291
293,665.53033
294,890.21893
295,889.2217
296,885.99884
297,891.3139
298,886.496
299,876.6538
300,656.2809
301,657.15497
302,655.9372
303,652.01324
304,658.5291
305,665.53033
306,904.90265
307,905.4942
308,905.5612
309,908.1183
310,903.2355
311,901.8972
312,882.6082
313,881.15875
314,884.7368
315,882.3959
316,885.3604
317,876.6538
318,602.96735
319,600.2591
320,600.4856
321,595.45575
322,591.66833
323,588.8434
324,602.96735
325,600.2591
326,600.4856
327,595.45575
328,591.66833
329,588.8434
330,529.5293
331,529.32544
332,522.13574
333,530.7838
334,523.8713
335,521.6822
336,677.1957
337,675.81366
338,677.142
339,669.58795
340,673.2766
341,688.4242
342,610.2604
343,609.08136
344,609.6847
345,608.06116
346,609.69257
347,597.941
348,679.1151
349,677.8318
350,677.142
351,680.4191
352,681.95154
353,688.87177
354,658.82855
355,658.0239
356,657.1948
357,652.7264
358,657.8904
359,657.9755
360,861.7934
361,860.3033
362,861.7337
363,864.4676
364,864.9584
365,864.0942
366,600.62103
367,599.97473
368,597.0965
369,595.3599
370,592.8166
371,589.3226
372,694.20953
373,696.8706
374,692.5606
375,693.0132
376,696.52826
377,691.0535
378,927.5731
379,930.55383
380,925.5496
381,929.06476
382,928.0067
383,922.04297
384,656.2809
385,657.15497
386,655.9372
387,652.01324
388,658.5291
389,665.53033
390,669.151
391,667.30365
392,665.8254
393,666.0359
394,673.2766
395,671.16754
396,877.46857
397,877.0837
398,877.87665
399,877.6973
400,876.74
401,876.55
402,644.01624
403,645.7785
404,642.46027
405,645.8387
406,647.79834
407,653.15546
408,926.5752
409,924.2084
410,925.5496
411,925.3641
412,925.7847
413,922.11694
414,448.08752
415,447.53665
416,446.9335
417,447.54135
418,447.72
419,448.4813
420,574.8699
421,576.19385
422,574.79517
423,572.8573
424,574.9501
425,572.7944
426,574.8699
427,576.19385
428,574.8888
429,572.8573
430,574.9501
431,572.7944
432,574.8699
433,576.19385
434,574.8888
435,572.8573
436,574.9501
437,572.7944
438,897.9673
439,897.5859
440,899.09924
441,899.6956
442,896.2547
443,896.38605
444,602.041
445,600.0699
446,600.99493
447,595.3599
448,591.66833
449,589.3226
450,669.7389
451,667.2715
452,665.8254
453,666.0359
454,673.156
455,671.16754
456,670.8551
457,672.06104
458,665.9834
459,666.2907
460,672.7084
461,671.6039
462,386.391
463,387.6271
464,387.04953
465,387.60837
466,385.66037
467,393.21304
468,927.5731
469,930.87726
470,925.5496
471,929.06476
472,927.89685
473,935.2341
474,718.28906
475,718.14294
476,717.8005
477,717.3321
478,716.73566
479,719.4709
480,438.9413
481,442.0042
482,441.93198
483,441.93472
484,441.2364
485,442.37827
486,955.72894
487,955.97076
488,955.697
489,953.5963
490,953.3892
491,960.3899
492,992.4508
493,993.9982
494,993.3043
495,992.025
496,1002.9494
497,1005.9891
498,718.9705
499,718.3254
500,718.1203
501,718.7028
502,719.67847
503,719.4709
504,882.6082
505,881.15875
506,884.84033
507,882.3959
508,885.3604
509,876.6538
510,892.10736
511,889.3346
512,894.89734
513,891.3139
514,894.45996
515,876.6538
516,602.041
517,600.1711
518,600.9929
519,595.3599
520,591.66833
521,589.3226
522,602.041
523,600.21924
524,600.9929
525,595.3599
526,591.66833
527,589.3226
528,800.26025
529,802.7288
530,800.6298
531,808.0617
532,806.7672
533,793.8698
534,792.4153
535,795.14923
536,795.54645
537,792.124
538,792.6726
539,791.52747
540,792.4153
541,795.14923
542,795.54645
543,792.124
544,792.6726
545,791.52747
546,952.12085
547,951.46436
548,951.9745
549,953.77795
550,952.2831
551,942.6612
552,978.85016
553,978.8922
554,978.77637
555,978.9189
556,982.3133
557,960.28406
558,669.37695
559,667.30365
560,665.8254
561,666.0359
562,673.2766
563,671.16754
564,902.3003
565,902.1491
566,905.6671
567,900.5021
568,903.2355
569,902.51697
570,772.4513
571,773.2779
572,770.5892
573,773.04865
574,764.77264
575,765.44556
576,915.11926
577,914.4878
578,916.13416
579,913.20966
580,914.51404
581,912.8139
582,694.4542
583,696.837
584,692.5606
585,693.0132
586,696.52826
587,708.9206
588,1008.45874
589,1009.1444
590,1008.1642
591,1009.4576
592,1008.6065
593,1009.2152
594,1004.57697
595,1003.04755
596,1003.9399
597,1004.9088
598,1008.6065
599,1009.2152
600,679.1151
601,677.8318
602,677.142
603,680.4191
604,681.95154
605,688.87177
606,679.1151
607,677.8318
608,677.142
609,680.4191
610,681.95154
611,688.87177
612,667.4302
613,666.243
614,665.8254
615,665.7615
616,673.2766
617,671.6039
618,892.10736
619,889.3346
620,894.89734
621,891.53265
622,894.0613
623,876.6538
624,610.7074
625,609.10406
626,609.72754
627,608.06116
628,609.69257
629,597.941
630,610.7074
631,608.9787
632,609.6317
633,608.06116
634,609.69257
635,597.941
636,636.3797
637,636.8418
638,643.2238
639,632.66925
640,635.45917
641,638.19336
642,636.3797
643,636.8418
644,643.2238
645,632.66925
646,635.45917
647,638.19336
648,910.2458
649,907.4908
650,907.36865
651,907.97955
652,910.1558
653,912.74725
654,789.56177
655,788.71594
656,785.5936
657,789.7933
658,791.9244
659,790.00146
660,985.3973
661,985.71906
662,985.30273
663,985.25616
664,985.74164
665,960.28406
666,880.9396
667,880.8416
668,877.83685
669,882.12085
670,885.3604
671,876.55
672,678.3991
673,677.8318
674,677.142
675,680.4191
676,681.95154
677,688.87177
678,887.1069
679,889.3346
680,885.8957
681,882.5307
682,886.79944
683,876.05133
684,670.08344
685,667.30365
686,665.8254
687,666.0359
688,673.2766
689,671.16754
690,892.10736
691,889.3346
692,894.89734
693,891.3139
694,894.0613
695,876.6538
696,677.39105
697,677.8318
698,677.142
699,680.4191
700,681.95154
701,688.87177
702,600.3583
703,600.2568
704,597.09424
705,595.3599
706,591.57733
707,589.3226
708,598.29205
709,600.2568
710,597.09424
711,595.3599
712,591.57733
713,589.3226
714,898.94385
715,898.9808
716,898.8199
717,899.6956
718,896.2547
719,896.38605
720,775.1631
721,775.20197
722,775.28265
723,774.1667
724,779.6089
725,776.899
726,601.10516
727,600.1711
728,597.09424
729,595.3599
730,591.66833
731,589.3226
732,677.39105
733,677.8318
734,677.142
735,680.4191
736,681.95154
737,688.87177
738,599.6874
739,600.2568
740,597.09424
741,595.0935
742,592.8166
743,589.3226
744,670.08344
745,667.30365
746,665.8254
747,666.0359
748,673.2766
749,671.16754
750,902.4265
751,902.1491
752,905.6671
753,900.5223
754,903.035
755,902.56525
756,908.26917
757,907.606
758,906.9811
759,908.2878
760,910.1558
761,912.12006
762,906.72437
763,907.3409
764,906.76935
765,908.23926
766,910.0229
767,904.0313
768,908.26917
769,907.606
770,906.9811
771,908.2878
772,910.1558
773,912.12006
774,892.10736
775,889.3346
776,894.89734
777,891.3139
778,894.6885
779,876.6538
780,639.9538
781,636.17487
782,642.46027
783,645.63794
784,635.95886
785,645.52106
786,763.0806
787,763.6744
788,762.98004
789,760.8512
790,762.80884
791,760.23096
792,763.24023
793,763.6744
794,762.98004
795,760.8512
796,762.80884
797,760.23096
798,598.2715
799,599.7965
800,596.95447
801,595.3269
802,592.8166
803,599.8051
804,639.279
805,636.17487
806,642.46027
807,631.27057
808,635.70715
809,645.52106
810,601.5455
811,600.0699
812,597.0965
813,595.0935
814,591.66833
815,589.3226
816,912.6645
817,914.6284
818,914.63495
819,913.3291
820,914.27655
821,910.1376
822,889.32825
823,889.00397
824,885.8957
825,891.3139
826,886.2908
827,876.6538
828,776.1115
829,775.27374
830,775.65625
831,778.3956
832,779.69226
833,785.9556
834,925.60974
835,924.3032
836,925.3906
837,925.3641
838,925.4118
839,935.3091
840,498.14032
841,503.0074
842,499.46494
843,499.3089
844,499.7478
845,501.27686
846,691.4424
847,690.0336
848,691.4024
849,694.57526
850,691.1743
851,683.321
852,610.2604
853,608.78674
854,609.6847
855,608.06116
856,609.69257
857,597.941
858,886.96375
859,889.2217
860,885.8957
861,882.6124
862,886.17737
863,876.6538
864,894.50867
865,897.5859
866,894.7243
867,891.60754
868,894.5543
869,896.38605
870,601.10516
871,600.2568
872,597.09424
873,595.0935
874,591.66833
875,589.3226
876,601.10516
877,600.2568
878,597.09424
879,595.0935
880,591.66833
881,589.3226
882,601.10516
883,600.2568
884,597.09424
885,595.0935
886,591.66833
887,589.3226
888,599.6874
889,599.97473
890,597.85645
891,595.3599
892,591.66833
893,589.3226
894,674.64636
895,673.0239
896,678.45874
897,671.2579
898,672.7444
899,680.7695
900,889.7363
901,889.00397
902,885.99884
903,891.33435
904,886.37537
905,896.38605
906,890.21893
907,889.00397
908,885.99884
909,891.3139
910,886.66614
911,896.38605
912,597.8187
913,601.2582
914,598.6522
915,596.43066
916,593.6502
917,597.7031
918,599.6874
919,600.0699
920,597.85645
921,595.0935
922,592.8166
923,589.3226
924,404.8884
925,404.48798
926,404.69412
927,401.82867
928,408.72012
929,414.31964
930,885.75867
931,889.3346
932,885.7701
933,882.3959
934,885.1825
935,876.6538
936,638.2025
937,636.8041
938,643.8191
939,632.56714
940,635.2094
941,638.66077
942,604.1198
943,600.2568
944,600.9929
945,605.8177
946,609.69257
947,597.941
948,653.6017
949,657.15497
950,656.0929
951,651.7576
952,658.5291
953,653.587
954,653.6017
955,657.15497
956,656.0929
957,651.7576
958,658.5291
959,653.587
960,592.68604
961,592.84686
962,589.16724
963,590.53534
964,591.19403
965,578.1264
966,594.0873
967,593.13434
968,593.771
969,593.5232
970,591.27875
971,589.2446
972,594.0873
973,593.13434
974,593.86774
975,593.5232
976,591.27875
977,589.2446
978,892.10736
979,889.3346
980,894.6859
981,891.3139
982,894.0613
983,876.6538
984,602.682
985,600.3147
986,600.9929
987,595.3599
988,591.5627
989,589.3226
990,603.1808
991,600.2568
992,600.9929
993,605.54694
994,609.69257
995,597.941
996,596.8946
997,593.7066
998,594.01636
999,593.8206
1000,591.66833
1001,589.033
1002,662.23944
1003,660.1649
1004,656.6113
1005,665.69244
1006,662.03455
1007,668.3018
1008,670.51044
1009,667.30365
1010,665.8254
1011,666.2907
1012,672.58826
1013,671.6039
1014,590.02954
1015,589.053
1016,589.17426
1017,588.2873
1018,588.94806
1019,588.6994
1020,527.2899
1021,529.6057
1022,523.23474
1023,530.192
1024,522.5003
1025,506.84485
1026,601.10516
1027,599.9759
1028,597.1484
1029,595.0935
1030,591.66833
1031,589.3226
1032,368.53793
1033,370.195
1034,370.0607
1035,370.70105
1036,370.37595
1037,371.16675
1038,889.7363
1039,889.00397
1040,885.99884
1041,891.33435
1042,886.37537
1043,896.38605
1044,670.08344
1045,667.30365
1046,665.8254
1047,666.0359
1048,673.156
1049,671.16754
1050,691.21655
1051,690.1005
1052,690.8559
1053,693.0132
1054,690.9852
1055,691.0535
1056,604.3135
1057,600.22784
1058,600.9929
1059,605.8177
1060,609.5837
