_ID_,_VAL_
0,103.33971
1,103.019005
2,103.449974
3,103.083954
4,102.83636
5,103.59926
6,814.91785
7,812.9767
8,811.6392
9,798.1256
10,824.9419
11,823.54254
12,360.02313
13,360.2682
14,359.04706
15,361.16754
16,362.50604
17,357.1595
18,474.6433
19,479.17218
20,474.66284
21,474.2929
22,481.85394
23,476.25085
24,327.86676
25,330.67648
26,330.78342
27,329.2082
28,324.872
29,327.57678
30,369.3581
31,375.70013
32,373.2378
33,375.2528
34,371.66052
35,369.16125
36,1147.4448
37,1138.1636
38,1160.9064
39,1141.0963
40,1136.4745
41,1160.2643
42,1151.2546
43,1138.1636
44,1160.9064
45,1141.0963
46,1136.4745
47,1160.2643
48,1151.2546
49,1138.1636
50,1160.9064
51,1141.0963
52,1136.4745
53,1160.2643
54,798.5342
55,798.08514
56,801.8844
57,798.4922
58,790.22894
59,789.5932
60,437.83618
61,434.35266
62,444.74634
63,439.28558
64,440.2544
65,442.01465
66,335.948
67,333.77283
68,337.12405
69,339.521
70,335.6141
71,337.8003
72,328.14166
73,330.34207
74,330.78342
75,329.079
76,324.49414
77,327.44788
78,334.91296
79,333.77283
80,337.12405
81,339.521
82,335.6141
83,337.8003
84,335.6208
85,333.43762
86,337.12405
87,339.43756
88,335.99194
89,337.92776
90,335.6208
91,333.43762
92,337.12405
93,339.43756
94,335.99194
95,337.92776
96,335.6208
97,333.43762
98,337.12405
99,339.43756
100,335.99194
101,337.92776
102,335.6208
103,333.43762
104,337.12405
105,339.43756
106,335.99194
107,337.92776
108,328.48834
109,330.67648
110,330.78342
111,329.079
112,324.49414
113,327.57678
114,893.15125
115,893.14966
116,903.101
117,890.70233
118,901.60144
119,897.2906
120,233.5107
121,231.34357
122,228.22754
123,240.90541
124,234.965
125,233.51881
126,335.948
127,333.55905
128,337.12405
129,339.521
130,335.6141
131,337.8003
132,249.79178
133,249.97134
134,247.52762
135,244.10555
136,255.30399
137,247.04442
138,104.21359
139,104.46202
140,103.449974
141,104.05708
142,104.2605
143,104.05446
144,358.79645
145,360.14752
146,359.169
147,358.42603
148,362.3355
149,357.28894
150,334.03906
151,333.77283
152,337.12405
153,329.77078
154,333.96594
155,327.44788
156,389.5069
157,394.31665
158,390.89435
159,381.65558
160,390.20703
161,388.81586
162,98.24706
163,98.22085
164,97.62746
165,97.62201
166,96.4644
167,96.4495
168,231.75085
169,230.91837
170,228.22754
171,225.85112
172,234.55103
173,233.64825
174,119.00903
175,120.24522
176,119.60563
177,119.42505
178,118.0677
179,118.39958
180,125.34909
181,125.46904
182,124.40109
183,124.28315
184,125.01654
185,126.172165
186,991.84973
187,989.0739
188,985.50916
189,992.9504
190,997.67664
191,986.0711
192,991.84973
193,989.0739
194,985.50916
195,992.9504
196,997.67664
197,986.0711
198,128.15189
199,125.46904
200,130.22699
201,129.24185
202,125.01654
203,126.172165
204,387.84082
205,393.31592
206,390.41656
207,381.60986
208,389.78467
209,388.1189
210,413.97607
211,414.01025
212,410.1123
213,418.96735
214,407.4071
215,421.16803
216,302.7149
217,302.05872
218,301.9632
219,302.2414
220,301.3747
221,301.09232
222,302.7149
223,302.05872
224,301.9632
225,302.2414
226,301.3747
227,301.09232
228,363.2738
229,361.0583
230,359.169
231,361.27997
232,363.21027
233,365.87885
234,319.26373
235,321.61984
236,317.56332
237,318.89224
238,319.43475
239,320.73895
240,367.763
241,361.2721
242,372.76
243,361.27997
244,365.3695
245,368.62396
246,329.58862
247,330.52106
248,330.78342
249,329.12402
250,324.49414
251,327.44934
252,714.7743
253,722.4443
254,716.2426
255,707.8131
256,707.0006
257,708.6155
258,353.43585
259,360.14752
260,359.169
261,357.96857
262,354.3675
263,355.5782
264,334.33893
265,333.73804
266,337.12405
267,329.77078
268,333.96594
269,337.8003
270,1069.2051
271,1071.9973
272,1058.2328
273,1057.3137
274,1069.9077
275,1054.5916
276,325.44836
277,321.77527
278,323.74658
279,329.2082
280,324.49414
281,325.01044
282,367.44965
283,362.62506
284,373.62994
285,361.32568
286,365.91785
287,368.75293
288,159.46396
289,159.84013
290,158.68701
291,159.18668
292,160.96173
293,162.68095
294,325.5406
295,321.44086
296,323.74658
297,329.079
298,324.49414
299,325.00897
300,97.37318
301,97.095566
302,97.1374
303,97.14943
304,98.32076
305,98.07799
306,210.43768
307,207.716
308,205.39896
309,213.23813
310,209.07611
311,210.34023
312,355.0905
313,361.4281
314,359.04706
315,358.01428
316,354.5381
317,355.1657
318,353.1579
319,360.3405
320,359.64172
321,358.01428
322,354.5381
323,355.5782
324,327.6701
325,330.9789
326,324.2574
327,329.2916
328,325.46497
329,327.64594
330,486.87585
331,480.36206
332,491.11664
333,488.41003
334,484.45215
335,487.13013
336,363.4555
337,361.0583
338,359.169
339,361.0204
340,363.30676
341,365.87885
342,335.948
343,333.59384
344,337.12405
345,339.521
346,335.6141
347,337.8003
348,754.6976
349,761.7054
350,760.995
351,753.6787
352,757.52936
353,743.2112
354,395.14258
355,393.739
356,390.89435
357,399.98926
358,393.0334
359,394.81445
360,298.4566
361,298.67688
362,301.40894
363,298.83902
364,298.3941
365,297.94727
366,298.4566
367,298.67688
368,301.40894
369,298.83902
370,298.3941
371,297.94727
372,298.4566
373,298.67688
374,301.40894
375,298.83902
376,298.3941
377,297.94727
378,725.12213
379,723.7518
380,724.45575
381,723.29944
382,727.9754
383,725.5036
384,419.07953
385,422.0437
386,422.47308
387,418.92163
388,424.30896
389,421.0573
390,329.02283
391,330.67648
392,330.78342
393,329.2082
394,324.872
395,327.57678
396,356.232
397,360.14752
398,359.169
399,357.96857
400,354.5381
401,355.72858
402,689.55585
403,688.55695
404,687.8187
405,684.00745
406,689.8038
407,684.7283
408,268.71045
409,267.1563
410,264.7082
411,263.1122
412,271.0318
413,272.28842
414,750.79047
415,739.80066
416,760.7026
417,753.6787
418,757.50195
419,743.79877
420,501.3249
421,502.33887
422,491.7293
423,503.6435
424,502.64655
425,504.79724
426,250.6943
427,249.97134
428,247.52762
429,244.10555
430,255.30399
431,247.17386
432,327.1066
433,330.67648
434,323.74658
435,329.079
436,324.49414
437,327.44788
438,361.7362
439,361.4651
440,359.51978
441,361.32568
442,362.50604
443,366.0078
444,360.02313
445,360.2682
446,359.04706
447,361.16754
448,362.50604
449,357.1595
450,334.7287
451,333.59384
452,337.12405
453,339.521
454,334.34378
455,337.92776
456,359.7401
457,360.7567
458,360.1609
459,358.47174
460,362.50604
461,357.1595
462,688.5384
463,688.70905
464,688.4514
465,683.8922
466,687.0611
467,684.668
468,181.08197
469,179.7563
470,179.37294
471,178.46317
472,177.32532
473,176.74092
474,362.43866
475,361.2373
476,359.169
477,361.19653
478,361.9577
479,365.8803
480,469.22003
481,461.15533
482,474.7848
483,469.3758
484,466.22784
485,476.18512
486,97.57313
487,97.095566
488,96.4734
489,96.42596
490,96.4644
491,96.4495
492,452.73022
493,453.95825
494,449.54535
495,451.12653
496,458.12445
497,447.1551
498,97.97793
499,98.22085
500,99.67112
501,98.82864
502,99.0954
503,98.59649
504,692.369
505,688.6293
506,688.2914
507,684.00745
508,692.3046
509,684.7975
510,393.14032
511,393.43652
512,390.41656
513,399.90582
514,392.93018
515,394.7453
516,352.2153
517,360.14752
518,359.169
519,357.96857
520,353.9897
521,355.44922
522,582.2173
523,578.95306
524,581.4547
525,584.0491
526,579.69836
527,575.73584
528,488.92407
529,494.8507
530,490.38654
531,489.04553
532,483.84277
533,487.12463
534,332.81976
535,333.45752
536,337.12405
537,329.77078
538,333.99652
539,327.57678
540,307.344
541,306.86
542,306.63943
543,306.2171
544,308.09137
545,301.1324
546,469.36133
547,461.4986
548,475.1355
549,469.3758
550,466.22784
551,476.25085
552,161.14185
553,159.84013
554,158.68701
555,159.44623
556,161.15662
557,162.91411
558,421.07507
559,422.0437
560,422.47308
561,421.0193
562,424.47955
563,421.23865
564,252.44131
565,250.15033
566,247.52762
567,258.49268
568,255.30399
569,247.17386
570,217.51614
571,220.7147
572,219.28885
573,216.5618
574,220.44417
575,217.67358
576,261.53168
577,264.96216
578,262.93793
579,262.2119
580,256.95605
581,259.55524
582,306.0605
583,306.0832
584,306.11453
585,306.39325
586,304.373
587,301.01968
588,160.7486
589,159.84013
590,158.68701
591,159.27011
592,160.96173
593,162.78467
594,340.17456
595,342.7563
596,341.12253
597,339.56674
598,336.5849
599,337.9984
600,245.28847
601,245.94116
602,246.66602
603,243.63277
604,241.3982
605,246.87248
606,258.5893
607,264.78317
608,262.93793
609,258.75995
610,256.95605
611,259.42578
612,258.5893
613,264.78317
614,262.93793
615,258.75995
616,256.95605
617,259.42578
618,352.41522
619,359.93372
620,359.169
621,357.96857
622,353.9897
623,355.44922
624,253.81454
625,249.97134
626,247.52762
627,258.31656
628,255.30399
629,259.45154
630,1359.7584
631,1356.2766
632,1362.8263
633,1353.0402
634,1364.2784
635,1352.752
636,1359.7584
637,1356.2766
638,1362.8263
639,1353.0402
640,1364.2784
641,1352.752
642,1359.7584
643,1356.2766
644,1362.8263
645,1353.0402
646,1364.2784
647,1352.752
648,936.4981
649,925.51544
650,921.67413
651,935.4328
652,934.04956
653,938.141
654,300.73608
655,298.66968
656,301.53088
657,299.0249
658,299.6309
659,301.27048
660,782.6816
661,786.8651
662,781.1144
663,780.09686
664,782.9409
665,783.4006
666,650.2986
667,661.1075
668,656.4017
669,645.6597
670,649.7499
671,647.9772
672,258.38934
673,264.78317
674,262.93793
675,258.88177
676,256.95605
677,259.42578
678,418.29797
679,415.91278
680,422.95087
681,418.8521
682,424.58276
683,421.09888
684,171.92766
685,170.34627
686,174.38809
687,176.534
688,173.73843
689,175.00397
690,171.92766
691,170.34627
692,174.38809
693,176.534
694,173.73843
695,175.00397
696,650.2986
697,661.1075
698,656.4017
699,645.4374
700,649.7499
701,647.9772
702,328.48834
703,330.67648
704,330.78342
705,329.079
706,324.872
707,327.57532
708,329.02283
709,330.67648
710,331.25613
711,329.2082
712,324.872
713,327.57678
714,167.81915
715,168.76752
716,167.9701
717,166.78717
718,170.729
719,164.55917
720,307.15356
721,307.03897
722,306.63943
723,306.3548
724,307.9566
725,300.89075
726,133.4801
727,133.50386
728,132.01436
729,136.02771
730,131.21877
731,132.77708
732,335.948
733,333.59384
734,337.12405
735,339.521
736,335.6141
737,337.8003
738,269.58432
739,267.1911
740,264.7082
741,275.66565
742,271.0318
743,272.159
744,764.8461
745,768.3793
746,760.9576
747,772.8441
748,767.7652
749,769.9358
750,299.5141
751,298.66968
752,301.4997
753,299.15405
754,299.6309
755,298.07672
756,339.05414
757,341.75555
758,339.4651
759,339.521
760,335.99194
761,338.05865
762,335.948
763,333.59384
764,337.12405
765,339.521
766,335.6141
767,337.8003
768,331.37286
769,330.54297
770,330.78342
771,329.51123
772,333.61865
773,327.25018
774,675.8685
775,679.44147
776,674.81146
777,671.3897
778,681.45776
779,681.9232
780,329.98315
781,331.89297
782,331.26126
783,329.81653
784,334.4862
785,327.64594
786,511.46484
787,517.6376
788,511.0429
789,512.60767
790,515.0836
791,511.91388
792,416.3155
793,416.06305
794,411.33386
795,418.93555
796,424.90192
797,420.75555
798,213.8797
799,220.7147
800,218.73378
801,213.23813
802,209.07611
803,216.09839
804,326.9862
805,330.37686
806,323.74658
807,329.1624
808,324.49414
809,327.57532
810,1328.3795
811,1309.8915
812,1305.821
813,1305.1802
814,1341.4801
815,1330.5334
816,337.32977
817,333.59384
818,337.12405
819,339.521
820,335.99194
821,337.92776
822,567.9474
823,578.9404
824,578.3024
825,574.5458
826,565.80707
827,570.17084
828,286.75836
829,287.90833
830,282.6792
831,284.55627
832,292.23874
833,285.69598
834,304.21024
835,305.86942
836,304.0251
837,302.2414
838,303.99515
839,300.89465
840,675.60114
841,679.3617
842,674.6514
843,671.50494
844,681.3545
845,681.9232
846,341.9168
847,341.75555
848,340.86774
849,339.521
850,335.6141
851,338.19165
852,385.27942
853,382.82812
854,390.76727
855,381.65558
856,389.78467
857,388.1189
858,330.6237
859,330.54297
860,330.78342
861,329.68738
862,333.61865
863,327.44788
864,117.20357
865,117.22524
866,115.48702
867,118.7186
868,118.0677
869,118.52902
870,357.53754
871,360.3405
872,359.64172
873,358.01428
874,362.50604
875,357.1595
876,383.0622
877,382.1781
878,378.55188
879,381.739
880,389.78467
881,388.1189
882,380.45966
883,381.94757
884,379.02454
885,380.63428
886,371.55725
887,388.1189
888,517.67816
889,517.6376
890,521.361
891,519.72894
892,515.0836
893,517.6437
894,523.79083
895,526.74115
896,521.361
897,526.77686
898,523.68365
899,523.6601
900,469.36133
901,461.85828
902,474.66284
903,469.24664
904,466.22784
905,476.25085
906,272.20016
907,267.1563
908,277.6905
909,275.66565
910,272.00336
911,272.28842
912,272.20016
913,267.1563
914,277.6905
915,275.66565
916,272.00336
917,272.28842
918,271.77094
919,267.1563
920,277.6905
921,275.66565
922,271.0318
923,272.28842
924,267.2965
925,267.1563
926,264.7082
927,263.1122
928,271.0318
929,264.31506
930,258.38934
931,264.78317
932,262.93793
933,258.84338
934,256.95605
935,259.42578
936,337.02652
937,333.73804
938,337.12405
939,339.26147
940,335.74887
941,337.6041
942,499.32184
943,502.01556
944,491.7293
945,503.6435
946,499.3662
947,504.9267
948,370.77344
949,376.4439
950,373.11078
951,375.2528
952,371.55725
953,370.1615
954,644.7702
955,638.8726
956,656.4017
957,644.6517
958,649.7499
959,644.9814
960,335.6208
961,333.43762
962,337.12405
963,339.43756
964,335.99194
965,337.92923
966,3939.861
967,3897.9397
968,3899.1885
969,3897.0525
970,3896.9133
971,3902.775
972,3939.861
973,3897.9397
974,3899.1885
975,3897.0525
976,3896.9133
977,3902.775
978,319.88535
979,321.61984
980,321.04214
981,319.00504
982,318.2611
983,320.7375
984,165.06525
985,168.98132
986,167.9701
987,166.26627
988,164.6135
989,164.68811
990,360.4784
991,360.14752
992,359.169
993,361.12183
994,361.9577
995,357.54938
996,249.60309
997,249.97134
998,247.52762
999,244.10555
1000,255.30399
1001,247.17386
1002,741.88306
1003,740.0495
1004,738.89404
1005,744.48267
1006,738.5514
1007,742.261
1008,467.35162
1009,461.15533
1010,474.66284
1011,469.3758
1012,466.22784
1013,460.5968
1014,335.948
1015,333.77283
1016,337.12405
1017,339.521
1018,335.6141
1019,337.8003
1020,486.27643
1021,480.33466
1022,490.85925
1023,488.52527
1024,484.08295
1025,485.50024
1026,324.25073
1027,322.65536
1028,324.2574
1029,329.2082
1030,325.46497
1031,324.8119
1032,734.74084
1033,738.64984
1034,738.26135
1035,744.5979
1036,736.0024
1037,727.2495
1038,336.2947
1039,333.77283
1040,337.12405
1041,339.521
1042,335.99194
1043,337.92776
1044,814.01807
1045,813.9003
1046,810.9469
1047,798.57556
1048,824.5195
1049,824.0983
1050,543.8847
1051,548.5192
1052,542.3271
1053,544.82635
1054,542.9676
1055,540.8732
1056,543.8847
1057,548.5192
1058,542.3271
1059,544.82635
1060,542.9676
1061,540.8732
1062,543.8847
1063,548.5192
1064,542.3271
1065,544.82635
1066,542.9676
1067,540.8732
1068,543.8847
1069,548.5192
1070,542.3271
1071,544.82635
1072,542.9676
1073,540.8732
1074,543.8847
1075,548.5192
1076,542.3271
1077,544.82635
1078,542.9676
1079,540.8732
1080,543.8847
1081,548.5192
1082,542.3271
1083,544.82635
1084,542.9676
1085,540.8732
1086,545.09875
1087,548.5192
1088,542.3271
1089,544.82635
1090,542.9676
1091,542.05994
1092,655.77454
1093,661.2596
1094,657.03436
1095,655.61536
1096,659.17017
1097,647.9772
1098,259.26324
1099,264.96216
1100,262.93793
1101,258.88177
1102,256.95605
1103,259.42578
1104,259.26324
1105,264.96216
1106,262.93793
1107,258.88177
1108,256.95605
1109,259.42578
1110,259.26324
1111,264.96216
1112,262.93793
1113,258.88177
1114,256.95605
1115,259.42578
1116,259.26324
1117,264.96216
1118,262.93793
1119,258.88177
1120,256.95605
1121,259.42578
1122,259.26324
1123,264.96216
1124,262.93793
1125,258.88177
1126,256.95605
1127,259.42578
1128,259.26324
1129,264.96216
1130,262.93793
1131,258.88177
1132,256.95605
1133,259.42578
1134,259.26324
1135,264.96216
1136,262.93793
1137,258.88177
1138,256.95605
1139,259.42578
1140,949.4341
1141,961.97217
1142,957.5943
1143,935.9273
1144,943.1189
1145,942.4275
1146,356.59863
1147,361.5005
1148,359.51978
1149,358.01428
1150,354.5381
1151,356.4065
1152,611.9832
1153,612.88965
1154,615.28265
1155,607.2706
1156,603.7423
1157,602.50574
1158,368.47083
1159,374.75574
1160,372.76
1161,361.19653
1162,365.3695
1163,368.75293
1164,157.24168
1165,159.84013
1166,158.43913
1167,159.27011
1168,160.61137
1169,154.88701
1170,176.82007
1171,175.57193
1172,177.91678
1173,176.534
1174,176.98157
1175,176.7152
1176,532.23566
1177,529.88416
1178,531.07983
1179,530.4307
1180,532.89435
1181,532.5266
1182,354.59198
1183,360.14752
1184,359.169
1185,357.96857
1186,354.3675
1187,355.57666
1188,264.63412
1189,264.78317
1190,264.7082
1191,262.60107
1192,271.0318
1193,264.31506
